param m := 10;
param n := 10;
param p := 3;
param q := 3;
param alpha := [0.5,0.5,0.5,0.5,0.5,0.5];

param proba :=
[
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0.4,0,0,0,0,0,0,0],
[0,0,0.3,0,0,0,0,0,0,0],
[0,0.4,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0.3,0.2,0,0,0],
[0,0,0,0,0.2,0.4,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0]],
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0.2,0,0,0],
[0,0,0,0,0,0,0.4,0,0,0],
[0,0,0,0,0,0,0.2,0,0,0],
[0,0,0,0,0,0,0,0,0.4,0.3],
[0,0,0,0,0,0,0,0,0,0],
[0,0.5,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0.2,0.2,0,0,0],
[0,0,0,0,0,0,0,0,0,0]],
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0.2,0.3,0,0.4,0,0,0],
[0,0,0,0,0,0,0.4,0,0,0],
[0,0,0,0,0,0,0.5,0,0,0],
[0,0,0,0,0,0,0,0,0.2,0.4],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0.3,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0]],
[[0,0.3,0,0.3,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0.4,0,0,0,0,0,0,0,0],
[0,0,0.4,0,0,0,0,0,0,0],
[0.3,0,0.2,0,0.2,0,0,0,0,0],
[0,0.2,0.4,0,0,0,0,0,0,0],
[0,0,0,0,0.4,0,0,0,0.3,0],
[0,0,0,0,0,0,0.2,0,0.5,0],
[0,0,0,0,0,0,0.4,0,0,0],
[0,0,0,0,0,0,0,0,0,0]],
[[0,0,0,0,0,0,0,0,0,0.4]
[0.3,0,0,0,0,0,0,0,0,0.3],
[0,0,0,0,0.5,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0.4,0,0,0.2,0.2,0,0,0],
[0,0,0,0,0.4,0,0,0,0.5,0],
[0,0,0,0,0,0,0,0,0.4,0],
[0,0.5,0.2,0.4,0.4,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0]],
[[0,0,0.4,0.4,0,0.5,0.3,0.3,0,0],
[0,0,0,0,0,0,0,0,0.2,0],
[0,0,0,0,0.4,0,0,0,0.4,0.2],
[0,0,0,0,0,0,0,0,0.3,0],
[0,0,0,0,0.5,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0.5,0,0,0,0,0,0,0,0,0],
[0.2,0,0,0,0,0,0,0,0,0],
[0,0,0.2,0,0,0,0,0,0,0]]
];

param c := 
[
[6,6,6,4,4,4,4,8,8,8],
[6,6,6,4,4,4,4,8,8,8],
[6,6,6,4,4,4,4,8,8,8],
[5,5,5,3,3,3,3,7,7,7],
[5,5,5,3,3,3,3,7,7,7],
[5,5,5,3,3,3,3,7,7,7],
[5,5,5,3,3,3,3,7,7,7],
[4,4,4,6,6,6,6,5,5,5],
[4,4,4,6,6,6,6,5,5,5],
[4,4,4,6,6,6,6,5,5,5],
];


